# META: {"workflow_id": 9, "user_id": 33, "num_abstract": 50, "connector_pattern": "1000100100010000000100110111010100011110001011000", "abstract_services": {"a_0": 122, "a_1": 102, "a_2": 117, "a_3": 107, "a_4": 90, "a_5": 90, "a_6": 98, "a_7": 123, "a_8": 113, "a_9": 91, "a_10": 108, "a_11": 118, "a_12": 98, "a_13": 102, "a_14": 117, "a_15": 106, "a_16": 115, "a_17": 123, "a_18": 123, "a_19": 108, "a_20": 107, "a_21": 120, "a_22": 98, "a_23": 104, "a_24": 91, "a_25": 93, "a_26": 120, "a_27": 110, "a_28": 100, "a_29": 107, "a_30": 114, "a_31": 93, "a_32": 112, "a_33": 116, "a_34": 93, "a_35": 92, "a_36": 101, "a_37": 90, "a_38": 112, "a_39": 98, "a_40": 101, "a_41": 113, "a_42": 102, "a_43": 116, "a_44": 104, "a_45": 108, "a_46": 108, "a_47": 104, "a_48": 89, "a_49": 101}, "total_latency": 6.237, "total_throughput": 1.675}
abstract_service,concrete_service,latency,throughput
a_33,105,0.354,5.649
a_33,3408,0.147,27.21
a_33,2720,0.222,22.522
a_33,280,0.132,53.03
a_33,2517,0.288,6.944
a_33,819,0.491,6.109
a_33,5192,0.491,4.073
a_33,1853,0.38,5.263
a_33,1305,0.165,12.121
a_33,2257,0.348,8.62
a_33,3681,0.109,27.522
a_33,765,3.242,0.925
a_33,4508,0.169,11.834
a_33,1838,0.311,9.646
a_33,450,10.764,0.743
a_33,5447,0.256,7.812
a_33,4263,0.063,47.619
a_33,744,1.026,1.949
a_33,4380,0.217,18.433
a_33,4702,0.181,22.099
a_33,2131,0.488,6.147
a_33,5528,0.177,39.548
a_33,5671,0.02,100.0
a_33,4375,0.187,10.695
a_33,5627,0.149,20.134
a_33,896,0.089,33.707
a_33,1761,0.335,5.97
a_33,1909,1.864,15.557
a_33,2406,0.335,11.94
a_33,3345,0.12,25.0
a_33,1851,0.463,4.319
a_33,274,0.421,16.627
a_33,2455,0.16,18.75
a_33,608,0.256,54.687
a_33,5712,0.143,538.461
a_33,5432,0.073,41.095
a_33,416,11.922,0.671
a_33,2276,0.345,385.507
a_33,2234,0.391,7.672
a_33,3537,0.3,370.0
a_33,5170,0.517,7.736
a_33,1337,0.49,4.081
a_33,3000,1.656,343.599
a_33,2321,0.672,4.464
a_33,4837,0.163,171.779
a_33,1410,0.761,2.628
a_33,1959,0.256,11.718
a_33,1570,0.141,42.553
a_33,1231,0.23,39.13
a_33,791,0.582,3.436
a_33,4590,0.454,11.013
a_33,2830,0.199,25.125
a_33,3232,0.292,10.273
a_33,518,0.322,6.211
a_33,4872,0.305,22.95
a_33,2037,0.224,13.392
a_34,2914,0.102,29.411
a_34,2110,0.304,9.868
a_34,5589,0.337,8.902
a_34,2603,1.094,2.742
a_34,4832,0.095,31.578
a_34,756,0.444,6.756
a_34,3423,0.419,9.546
a_34,913,0.86,3.488
a_34,4033,0.13,23.076
a_34,3216,0.4,10.0
a_34,4820,0.07,42.857
a_34,4228,0.061,32.786
a_34,721,0.245,16.326
a_34,26,0.214,14.018
a_34,2271,0.358,5.586
a_34,4054,0.162,24.691
a_34,1651,0.143,34.965
a_34,2712,0.185,27.027
a_34,146,0.139,21.582
a_34,480,2.056,4.377
a_34,1565,0.588,5.102
a_34,2027,0.24,8.333
a_34,1316,0.646,3.095
a_34,5792,0.055,54.545
a_34,4725,0.168,77.38
a_34,172,0.6,10.0
a_34,4529,0.174,11.494
a_34,4544,0.051,58.823
a_34,552,0.068,44.117
a_34,4251,0.14,21.428
a_34,2487,0.136,147.058
a_34,2393,0.13,23.076
a_34,2231,0.323,27.863
a_34,4391,0.068,44.117
a_34,792,0.57,3.508
a_34,424,12.416,0.644
a_34,1286,0.14,942.857
a_34,4244,0.064,62.5
a_34,1197,0.402,17.412
a_34,5083,0.078,51.282
a_34,1333,5.711,0.35
a_34,3513,0.147,20.408
a_34,4977,0.14,21.428
a_34,2881,0.165,12.121
a_34,5713,0.103,29.126
a_34,1406,0.787,2.541
a_34,4083,0.075,40.0
a_34,3553,0.062,48.387
a_34,1046,0.509,7.858
a_34,370,0.173,40.462
a_34,2002,0.285,10.526
a_34,1281,0.144,902.777
a_34,1637,0.181,27.624
a_34,4179,0.124,16.129
a_34,711,0.986,4.056
a_34,190,0.559,8.944
a_34,5080,0.084,95.238
a_34,1213,0.488,8.196
a_34,3948,0.343,256.559
a_34,3978,0.064,93.75
a_34,4719,0.166,54.216
a_34,1271,0.668,5.988
a_34,4714,0.085,23.529
a_34,4492,0.122,49.18
a_34,5087,0.486,4.115
a_34,5453,0.129,23.255
a_34,2514,0.417,7.194
a_34,2839,0.168,23.809
a_34,1834,0.363,8.264
a_34,1503,1.1,1.818
a_34,358,0.261,26.819
a_34,1787,0.452,11.061
a_34,4927,0.133,15.037
a_34,4906,0.862,597.447
a_34,5140,0.283,7.067
a_34,2076,0.113,26.548
a_34,1646,0.139,35.971
a_34,265,0.166,42.168
a_34,3386,0.56,14.285
a_34,4879,0.087,22.988
a_34,2347,0.423,7.092
a_34,363,0.147,47.619
a_34,2074,0.565,3.539
a_34,1532,1.519,444.371
a_34,3561,0.059,50.847
a_34,5654,0.034,88.235
a_34,420,12.287,0.651
a_34,2512,0.488,6.147
a_34,4758,0.161,12.422
a_34,4540,0.047,106.382
a_34,3711,0.108,620.37
a_34,137,0.535,3.738
a_34,5391,0.129,31.007
a_35,2688,0.173,28.901
a_35,3519,0.076,39.473
a_35,2869,0.169,29.585
a_35,1608,0.399,22.556
a_35,663,0.519,9.633
a_35,3095,0.315,25.396
a_35,5782,0.096,41.666
a_35,5775,0.11,36.363
a_35,5100,0.358,5.586
a_35,3446,0.163,24.539
a_35,553,0.29,20.689
a_35,2993,0.12,33.333
a_35,5120,0.342,8.771
a_35,1405,0.503,3.976
a_35,3023,0.265,11.32
a_35,2741,0.167,23.952
a_35,4711,0.432,2.314
a_35,3196,0.226,17.699
a_35,1040,0.167,17.964
a_35,5310,0.03,166.666
a_35,5517,0.285,21.052
a_35,2748,0.18,27.777
a_35,2753,0.165,30.303
a_35,179,1.42,2.816
a_35,4232,0.588,79.931
a_35,4493,0.1,50.0
a_35,4842,0.169,23.668
a_35,2065,0.251,11.952
a_35,1266,0.444,6.756
a_35,2219,0.276,25.362
a_35,5562,0.786,3.816
a_35,520,0.302,19.867
a_35,3250,1.055,3.791
a_35,3329,0.119,50.42
a_35,2104,0.355,25.352
a_35,263,0.129,54.263
a_35,2475,0.14,71.428
a_35,4532,0.086,23.255
a_35,2183,0.352,2.84
a_35,703,0.321,6.23
a_35,5602,0.182,27.472
a_35,1335,0.502,3.984
a_35,3006,0.433,103.926
a_35,778,0.681,4.405
a_35,5795,0.116,34.482
a_35,3251,1.006,112.326
a_35,5093,0.043,69.767
a_35,3676,0.065,46.153
a_35,4215,7.991,0.375
a_35,3769,0.057,52.631
a_35,3759,0.08,37.5
a_35,2499,0.159,12.578
a_35,2024,0.436,6.88
a_35,2944,0.116,77.586
a_35,2030,0.249,12.048
a_35,1208,0.343,29.154
a_35,1796,0.179,22.346
a_35,4610,0.115,17.391
a_35,3333,0.119,92.436
a_35,114,0.323,9.287
a_35,341,0.155,45.161
a_35,1635,0.385,5.194
a_35,1735,0.709,77.574
a_35,3014,0.343,11.661
a_35,549,0.087,34.482
a_35,4888,0.078,25.641
a_35,418,12.644,0.632
a_35,3515,0.086,34.883
a_35,3532,0.052,57.692
a_35,533,0.137,21.897
a_35,2418,0.427,9.367
a_35,5656,0.062,48.387
a_35,1464,0.794,5.037
a_35,226,0.43,16.279
a_35,958,0.172,17.441
a_35,2837,0.168,29.761
a_35,3940,0.078,102.564
a_35,3921,0.032,125.0
a_35,5635,0.169,29.585
a_35,5041,0.121,16.528
a_35,436,13.175,0.607
a_35,5405,0.109,18.348
a_35,228,0.14,49.999
a_35,726,1.927,2.594
a_35,762,0.818,46.454
a_35,3501,0.216,9.259
a_35,5628,0.151,26.49
a_35,2853,0.172,29.069
a_35,1936,0.29,13.793
a_35,3317,0.176,17.045
a_35,5598,0.316,6.329
a_35,1289,0.135,866.666
a_36,5467,0.128,54.687
a_36,2991,0.11,27.272
a_36,984,0.26,11.538
a_36,911,0.686,51.02
a_36,2786,0.174,28.735
a_36,5141,0.309,12.944
a_36,2680,6.007,6.325
a_36,2073,0.151,19.867
a_36,2880,0.172,104.651
a_36,4817,0.205,14.634
a_36,3637,0.101,29.702
a_36,991,3.869,86.327
a_36,5038,0.313,12.779
a_36,4481,0.156,19.23
a_36,1458,0.868,11.52
a_36,5473,0.129,69.767
a_36,642,0.25,484.0
a_36,1375,1.019,8.832
a_36,4031,0.129,31.007
a_36,3419,0.14,21.428
a_36,4022,0.088,22.727
a_36,4819,0.307,6.514
a_36,994,2.898,115.251
a_36,2978,0.441,6.802
a_36,1897,0.424,9.433
a_36,4286,0.11,27.272
a_36,1394,0.5,150.0
a_36,3540,0.047,63.829
a_36,4400,3.174,1.89
a_36,5000,0.245,12.244
a_36,3004,0.425,9.411
a_36,1386,0.302,16.556
a_36,5175,0.424,94.339
a_36,3835,0.15,20.0
a_36,167,0.348,14.367
a_36,2605,1.413,1.415
a_36,4406,0.063,63.492
a_36,507,0.155,12.903
a_36,1743,0.211,706.161
a_36,3430,0.223,17.937
a_36,1293,0.127,440.944
a_36,2440,0.649,4.622
a_36,3046,0.284,10.563
a_36,2525,0.25,8.0
a_36,3198,0.199,15.075
a_36,3696,0.094,31.914
a_36,1352,0.462,6.493
a_36,3060,1.382,459.479
a_36,1827,0.298,10.067
a_36,4075,0.118,33.898
a_36,4707,0.138,14.492
a_36,2733,0.176,28.409
a_36,4337,0.064,62.5
a_36,21,1.176,2.551
a_36,5064,0.256,19.531
a_36,3129,0.3,20.0
a_36,1488,0.266,7.518
a_36,5137,0.634,6.309
a_36,57,0.22,13.636
a_36,5548,0.618,27.508
a_36,3054,0.367,8.174
a_36,3189,0.187,16.042
a_36,2427,0.329,6.079
a_36,745,1.081,1.85
a_36,5469,0.137,65.693
a_36,170,0.326,239.263
a_36,4606,0.912,3.289
a_36,2209,0.385,7.792
a_36,1720,0.151,397.35
a_36,3347,0.131,22.9
a_36,5519,0.322,118.012
a_36,2068,0.14,21.428
a_36,5463,0.13,69.23
a_36,1800,0.385,10.389
a_36,3858,0.06,33.333
a_36,772,0.723,2.766
a_36,5606,0.25,8.0
a_36,781,0.747,2.677
a_36,2470,0.288,59.027
a_36,5595,0.145,48.275
a_36,702,0.336,5.952
a_36,3509,0.099,30.303
a_36,5260,0.176,22.727
a_36,396,11.589,0.69
a_36,1583,0.238,12.605
a_36,2968,0.337,8.902
a_36,1365,1.48,2.702
a_36,5805,0.1,20.0
a_36,2283,0.467,8.565
a_36,4785,0.176,17.045
a_36,2094,0.362,24.861
a_36,2305,0.207,14.492
a_36,724,0.307,9.771
a_36,76,0.99,12.121
a_36,2256,0.357,5.602
a_36,5801,0.137,29.197
a_36,2666,0.703,100.995
a_36,196,0.6,5.0
a_36,439,0.138,50.724
a_36,5375,0.15,6.666
a_36,3103,0.251,11.952
a_37,3364,0.143,20.979
a_37,3078,0.101,19.801
a_37,3962,0.069,14.492
a_37,959,0.619,3.231
a_37,1364,0.132,30.303
a_37,4843,0.135,14.814
a_37,3910,0.103,126.213
a_37,1285,0.135,592.592
a_37,1470,0.589,11.884
a_37,5472,0.131,53.435
a_37,3442,0.164,18.292
a_37,1366,0.418,9.569
a_37,587,0.203,24.63
a_37,1477,0.249,8.032
a_37,4966,0.133,30.075
a_37,1483,0.646,30.959
a_37,3559,0.064,46.875
a_37,940,0.288,10.416
a_37,56,0.52,7.692
a_37,4701,0.174,22.988
a_37,1460,0.629,9.538
a_37,3574,0.103,29.126
a_37,5464,0.144,48.611
a_37,4929,0.113,17.699
a_37,1150,0.598,15.05
a_37,1145,0.25,12.0
a_37,93,2.853,1.402
a_37,5639,0.052,153.846
a_37,3898,0.138,79.71
a_37,4181,3.578,0.558
a_37,3463,0.081,37.037
a_37,1162,0.406,9.852
a_37,4299,0.121,338.842
a_37,2846,0.17,23.529
a_37,3983,0.041,243.902
a_37,1321,0.156,44.871
a_37,4787,0.645,10.852
a_37,1568,0.133,112.781
a_37,3008,0.28,17.857
a_37,2300,0.33,9.09
a_37,3192,0.207,24.154
a_37,815,0.582,3.436
a_37,4749,0.082,36.585
a_37,4887,0.221,171.945
a_37,4631,1.834,2.726
a_37,1945,0.237,12.658
a_37,3608,0.146,20.547
a_37,2539,0.46,6.521
a_37,447,0.262,34.351
a_37,5576,0.301,73.089
a_37,4195,0.021,142.857
a_37,5030,0.148,13.513
a_37,2330,0.433,6.928
a_37,400,0.183,38.251
a_37,1235,0.221,36.199
a_37,2815,0.186,26.881
a_37,914,0.47,6.382
a_37,5510,0.251,7.968
a_37,3734,0.158,18.987
a_37,3121,0.957,5.224
a_37,936,0.59,6.779
a_37,1845,0.251,11.952
a_37,2791,0.165,30.303
a_37,94,3.722,1.074
a_37,2802,0.166,30.12
a_37,2541,0.259,11.583
a_37,3093,0.283,14.134
a_37,5293,0.075,40.0
a_37,4863,0.084,35.714
a_37,1296,0.139,949.64
a_37,2715,0.169,29.585
a_37,4480,0.264,15.151
a_37,1148,0.303,13.201
a_37,5522,1.387,2.162
a_37,5612,0.244,8.196
a_37,4487,0.304,128.289
a_37,5138,0.348,11.494
a_37,2206,0.333,12.012
a_37,1714,0.146,486.301
a_37,3489,0.149,26.845
a_37,4563,0.525,5.714
a_37,622,0.328,6.097
a_37,88,0.185,16.216
a_37,667,0.525,7.619
a_37,4768,0.107,18.691
a_37,2087,0.33,6.06
a_37,3725,0.165,18.181
a_37,2995,0.328,12.195
a_37,689,0.26,7.692
a_37,4153,0.206,24.271
a_38,5438,0.105,19.047
a_38,619,0.362,8.287
a_38,4921,0.136,22.058
a_38,3099,0.461,138.828
a_38,3575,0.051,58.823
a_38,4003,0.196,418.367
a_38,4809,0.493,4.056
a_38,2249,0.537,3.724
a_38,5035,0.208,24.038
a_38,3128,0.701,99.857
a_38,3028,0.421,204.275
a_38,4085,0.053,56.603
a_38,4132,0.081,49.382
a_38,2903,0.178,471.91
a_38,2526,0.529,11.342
a_38,5023,0.202,19.801
a_38,1998,0.319,9.404
a_38,2483,0.136,205.882
a_38,5550,0.275,32.727
a_38,5455,0.128,23.437
a_38,2774,0.165,30.303
a_38,3030,2.484,2.012
a_38,1574,2.042,1.958
a_38,5579,0.447,6.711
a_38,3883,0.187,16.042
a_38,1244,0.566,5.3
a_38,4736,0.522,1.915
a_38,5213,1.319,3.032
a_38,5333,0.165,12.121
a_38,3208,0.421,14.251
a_38,2640,0.274,200.729
a_38,4449,0.078,51.282
a_38,2128,0.258,11.627
a_38,3506,0.088,34.09
a_38,2714,0.167,29.94
a_38,1958,0.121,24.793
a_38,2383,0.217,36.866
a_38,5810,0.065,30.769
a_38,4383,0.12,25.0
a_38,4976,0.465,4.301
a_38,1577,0.408,98.039
a_38,3066,0.975,9.23
a_38,898,0.136,22.058
a_38,1440,0.88,85.227
a_38,2237,0.417,7.194
a_38,5674,0.016,125.0
a_38,3776,0.127,23.622
a_38,4562,0.095,200.0
a_38,836,3.227,0.619
a_38,5098,0.12,25.0
a_38,2579,1.542,166.018
a_38,904,0.338,8.875
a_38,2861,0.166,30.12
a_38,3736,0.174,17.241
a_38,1104,0.28,10.714
a_38,1534,0.979,108.273
a_38,5127,0.654,4.587
a_38,446,0.497,18.108
a_38,987,0.552,7.246
a_38,3488,0.248,8.064
a_38,4155,1.003,3.988
a_38,3124,0.449,6.681
a_38,1354,0.144,20.833
a_38,4498,0.207,14.492
a_38,1971,0.221,76.923
a_38,4074,0.181,11.049
a_38,1103,0.148,20.27
a_38,4597,0.234,17.094
a_38,1585,0.235,8.51
a_38,4910,0.156,423.076
a_38,3160,0.59,8.474
a_38,4528,0.071,197.183
a_38,1597,0.481,6.237
a_38,1914,0.723,6.915
a_38,630,0.242,12.396
a_38,2011,0.259,15.444
a_38,3416,0.141,28.368
a_38,957,0.345,8.695
a_38,5257,0.172,75.581
a_38,4372,0.132,30.303
a_38,4573,0.238,16.806
a_38,2498,0.329,9.118
a_38,5591,0.343,11.661
a_38,5814,0.168,23.809
a_38,306,0.159,44.025
a_38,2096,0.419,7.159
a_38,3585,0.057,52.631
a_38,4338,0.064,46.875
a_38,4764,0.23,13.043
a_38,2885,0.176,443.181
a_38,2268,0.171,11.695
a_38,3372,0.062,693.548
a_38,3580,0.066,45.454
a_38,3385,0.576,13.888
a_38,1671,0.178,44.943
a_38,5534,0.167,41.916
a_38,1580,0.308,16.233
a_38,1976,0.321,9.345
a_38,3777,0.067,44.776
a_38,266,0.231,30.303
a_38,284,0.131,53.435
a_38,1003,0.272,7.352
a_38,3677,0.131,22.9
a_38,1922,0.216,9.259
a_38,4041,0.152,19.736
a_38,1618,0.43,6.976
a_38,4920,0.04,50.0
a_38,65,0.422,7.109
a_38,52,0.987,5.065
a_38,1940,0.311,9.646
a_38,118,0.306,9.803
a_38,980,0.374,5.347
a_39,3528,0.245,12.244
a_39,3795,0.111,72.072
a_39,719,0.34,5.882
a_39,1643,0.136,36.764
a_39,3745,0.071,42.253
a_39,1751,0.17,17.647
a_39,3007,0.31,29.032
a_39,3846,0.034,88.235
a_39,4470,0.316,12.658
a_39,2960,0.174,17.241
a_39,1996,0.262,156.488
a_39,3397,0.487,16.427
a_39,2259,0.401,9.975
a_39,1431,0.661,665.658
a_39,2863,0.218,22.935
a_39,1548,0.592,5.067
a_39,1928,0.789,3.802
a_39,4378,0.224,53.571
a_39,386,0.262,26.717
a_39,948,0.223,13.452
a_39,4926,0.141,21.276
a_39,2122,0.247,16.194
a_39,73,1.121,21.409
a_39,165,0.15,20.0
a_39,4328,0.073,54.794
a_39,4123,0.138,123.188
a_39,4193,0.137,29.197
a_39,2490,0.325,6.153
a_39,1557,0.68,4.411
a_39,3409,0.399,7.518
a_39,1188,0.236,12.711
a_39,1924,0.287,10.452
a_39,2778,0.174,22.988
a_39,509,0.27,11.111
a_39,5649,0.083,24.096
a_39,916,0.353,8.498
a_39,2636,0.227,317.18
a_39,1262,0.918,3.267
a_39,3094,0.259,30.888
a_39,4275,0.065,46.153
a_39,3108,0.254,11.811
a_39,1491,0.332,15.06
a_39,4133,0.05,160.0
a_39,4780,0.186,16.129
a_39,2875,0.166,30.12
a_39,4393,0.108,18.518
a_39,1447,0.683,73.206
a_39,5301,0.133,15.037
a_39,5677,0.093,32.258
a_39,5778,0.271,14.76
a_39,5186,0.474,6.329
a_39,17,0.88,10.227
a_39,5188,0.347,8.645
a_39,82,1.081,3.7
a_39,3343,0.121,49.586
a_39,1957,0.122,24.59
a_39,1934,0.425,7.058
a_39,2732,0.158,31.645
a_39,1142,0.165,12.121
a_39,3359,0.285,866.666
a_39,5206,0.618,4.854
a_39,3530,0.102,29.411
a_39,291,0.137,51.094
a_39,3236,0.268,18.656
a_39,5,0.355,8.45
a_39,3502,0.197,10.152
a_39,2396,0.371,8.086
a_39,4012,0.089,33.707
a_39,3799,0.12,66.666
a_39,394,0.175,40.0
a_39,261,0.135,51.851
a_39,862,10.008,0.299
a_39,2586,0.455,10.989
a_39,839,0.453,6.622
a_39,3802,0.106,75.471
a_39,4799,0.144,20.833
a_39,3092,0.844,130.331
a_39,111,0.18,16.666
a_39,2717,0.179,27.932
a_39,4154,0.081,61.728
a_39,71,0.426,7.042
a_39,5302,0.243,8.23
a_39,272,0.133,52.631
a_39,119,0.326,30.674
a_39,1682,0.146,27.397
a_39,1174,0.312,16.025
a_39,1184,0.42,9.523
a_39,519,0.294,13.605
a_39,365,0.227,30.837
a_39,2248,0.332,15.06
a_39,551,0.191,15.706
a_39,3589,0.028,107.142
a_39,169,0.169,17.751
a_39,4473,0.305,13.114
a_39,1127,0.489,59.304
a_39,236,0.131,53.435
a_39,4477,0.508,5.905
a_39,2596,0.547,3.656
a_40,990,0.82,3.658
a_40,2936,0.112,35.714
a_40,250,0.133,52.631
a_40,1830,0.34,8.823
a_40,129,0.324,9.259
a_40,1509,1.281,1.561
a_40,1248,0.692,4.335
a_40,1871,1.091,7.332
a_40,2055,0.45,6.666
a_40,5161,0.27,11.111
a_40,4399,4.493,1.335
a_40,3230,0.178,16.853
a_40,3890,0.141,21.276
a_40,3956,0.104,38.461
a_40,822,0.968,2.066
a_40,349,0.132,53.03
a_40,966,0.44,4.545
a_40,2639,0.241,539.419
a_40,312,0.132,53.03
a_40,4848,0.092,43.478
a_40,4407,0.065,46.153
a_40,3925,0.032,187.5
a_40,2850,0.165,24.242
a_40,2320,0.253,11.857
a_40,2205,0.77,3.896
a_40,4962,1.944,593.621
a_40,950,0.378,5.291
a_40,3600,0.036,83.333
a_40,5160,0.459,4.357
a_40,1041,0.17,17.647
a_40,18,0.462,6.493
a_40,3557,0.059,50.847
a_40,3187,0.187,21.39
a_40,3050,0.54,196.296
a_40,5354,0.077,116.883
a_40,932,0.163,24.539
a_40,2214,0.094,31.914
a_40,384,11.455,0.698
a_40,830,0.614,3.257
a_40,1975,0.248,8.064
a_40,5420,0.082,24.39
a_40,1625,0.385,5.194
a_40,246,0.151,46.357
a_40,455,10.393,0.769
a_40,2129,0.67,4.477
a_40,3699,0.047,63.829
a_40,4777,0.113,26.548
a_40,4890,0.076,39.473
a_40,5036,0.173,17.341
a_40,968,0.543,3.683
a_40,3237,0.183,16.393
a_40,1214,0.401,4.987
a_40,4433,0.127,31.496
a_40,5066,0.257,15.564
a_40,5235,0.614,4.885
a_40,2555,0.318,9.433
a_40,4556,0.668,59.88
a_40,4196,0.097,41.237
a_40,4088,0.131,45.801
a_40,1757,0.474,4.219
a_40,5741,0.193,56.994
a_40,5334,0.144,27.777
a_40,390,0.138,50.724
a_40,1486,0.266,7.518
a_40,5631,0.167,23.952
a_40,670,11.177,6.083
a_40,231,0.141,49.645
a_40,2601,0.431,9.28
a_40,992,3.034,110.085
a_40,4512,0.196,35.714
a_40,5272,0.278,25.179
a_40,3998,0.147,20.408
a_40,626,0.459,106.753
a_40,952,0.344,29.069
a_40,1254,0.152,19.736
a_40,4369,0.311,12.861
a_40,4249,0.137,21.897
a_40,5210,0.792,3.787
a_40,1505,0.622,8.038
a_40,5071,0.054,148.148
a_40,5047,0.837,2.389
a_40,3640,0.07,42.857
a_40,2985,0.47,17.021
a_40,472,0.229,39.301
a_40,3806,0.103,38.834
a_40,5328,0.112,35.714
a_40,3555,0.069,43.478
a_40,2223,0.249,16.064
a_40,5692,0.047,63.829
a_40,4791,0.189,15.873
a_40,5568,0.688,7.267
a_40,4024,0.116,17.241
a_40,10,0.371,5.39
a_40,5643,0.043,46.511
a_40,3655,0.123,24.39
a_40,2745,0.171,29.239
a_40,3976,0.077,25.974
a_40,302,0.133,52.631
a_40,1419,0.146,47.945
a_40,2449,0.554,39.711
a_40,440,11.832,0.676
a_41,2606,0.735,4.081
a_41,5583,0.797,3.764
a_41,4504,0.108,27.777
a_41,1788,0.471,10.615
a_41,5094,0.233,25.751
a_41,908,0.404,4.95
a_41,3617,0.061,49.18
a_41,4246,0.126,31.746
a_41,4518,0.195,528.205
a_41,3794,0.106,75.471
a_41,2126,0.457,17.505
a_41,3926,0.03,233.333
a_41,848,0.943,36.055
a_41,5117,1.282,81.123
a_41,4282,0.069,57.971
a_41,3996,0.117,25.641
a_41,4964,0.313,9.584
a_41,2189,0.356,36.516
a_41,3599,0.033,90.909
a_41,4478,0.383,7.832
a_41,4601,0.038,105.263
a_41,3011,0.273,18.315
a_41,1731,0.644,104.037
a_41,4227,0.211,18.957
a_41,3619,0.179,16.759
a_41,443,12.549,0.637
a_41,7,0.924,115.8
a_41,5499,0.065,30.769
a_41,1113,0.467,6.423
a_41,2724,0.183,27.322
a_41,5707,0.049,61.224
a_41,530,0.087,34.482
a_41,4617,0.107,130.841
a_41,5248,0.324,12.345
a_41,5527,1.095,11.872
a_41,3864,0.155,19.354
a_41,1886,0.485,4.123
a_41,1632,0.865,174.566
a_41,3693,0.026,115.384
a_41,2422,0.948,65.4
a_41,1785,0.171,11.695
a_41,4620,0.071,28.169
a_41,1856,0.204,9.803
a_41,2338,0.154,12.987
a_41,431,17.644,0.396
a_41,912,0.516,13.565
a_41,2226,0.525,34.285
a_41,4448,0.129,31.007
a_41,1428,0.461,26.03
a_41,1650,0.138,36.231
a_41,2020,0.248,40.322
a_41,894,0.181,16.574
a_41,4533,0.196,71.428
a_41,2195,0.543,9.208
a_41,2941,0.11,36.363
a_41,1818,0.372,16.129
a_41,3246,0.157,25.477
a_41,5574,1.081,105.457
a_41,132,0.31,12.903
a_41,1497,1.017,3.933
a_41,2907,0.185,221.621
a_41,1699,0.136,36.764
a_41,2081,0.463,4.319
a_41,5798,0.124,137.096
a_41,3738,0.087,34.482
a_41,712,0.468,8.547
a_41,54,0.452,11.061
a_41,5751,0.178,202.247
a_41,1010,0.258,27.131
a_41,2387,0.218,36.697
a_41,1817,0.265,7.547
a_41,1414,0.81,2.469
a_41,173,0.471,8.492
a_41,5444,0.234,12.82
a_41,4876,0.111,18.018
a_41,1572,0.263,7.604
a_41,1116,0.409,9.779
a_41,2534,0.296,6.756
a_41,1449,0.459,6.535
a_41,1177,0.439,4.555
a_41,4062,0.227,13.215
a_41,757,0.515,3.883
a_41,591,0.123,113.821
a_41,2924,0.165,18.181
a_41,4476,0.513,5.847
a_41,2275,0.663,155.354
a_41,242,0.525,13.333
a_41,970,0.524,3.816
a_41,5389,0.03,200.0
a_41,1778,0.524,9.541
a_41,2604,1.68,1.785
a_41,2679,1.493,24.782
a_41,1404,0.979,2.042
a_41,4305,0.372,295.698
a_41,5465,0.129,69.767
a_41,2386,0.217,36.866
a_41,4637,0.157,25.477
a_41,48,0.78,2.564
a_41,1466,1.356,6.637
a_41,5748,0.137,14.598
a_41,5725,3.649,1.37
a_41,2742,0.165,30.303
a_41,332,0.163,42.944
a_41,529,0.209,14.354
a_41,559,0.229,17.467
a_41,3084,0.48,8.333
a_41,2765,0.169,29.585
a_41,2630,0.906,89.403
a_41,1806,0.381,10.498
a_41,1098,0.383,52.219
a_41,965,15.721,0.445
a_41,2961,0.193,20.725
a_41,3986,0.041,121.951
a_42,3779,0.419,7.159
a_42,2228,0.35,51.428
a_42,3254,0.079,63.291
a_42,2670,0.376,5.319
a_42,2789,0.166,24.096
a_42,4049,0.067,29.85
a_42,5079,0.111,72.072
a_42,247,0.25,28.0
a_42,5055,0.188,10.638
a_42,2766,0.173,23.121
a_42,4121,0.056,89.285
a_42,5412,0.215,65.116
a_42,4237,0.07,57.142
a_42,189,0.572,8.741
a_42,3120,0.528,132.575
a_42,488,0.186,48.387
a_42,2438,0.286,13.986
a_42,1798,0.132,22.727
a_42,945,0.296,13.513
a_42,5558,0.405,29.629
a_42,233,12.179,0.656
a_42,3133,0.333,6.006
a_42,4798,0.16,12.5
a_42,4574,0.14,14.285
a_42,5168,0.294,13.605
a_42,899,0.129,23.255
a_42,1203,1.0,1.0
a_42,417,12.995,0.615
a_42,4056,0.134,29.85
a_42,3833,0.056,125.0
a_42,1512,0.624,4.807
a_42,4479,0.361,5.54
a_42,3934,0.249,20.08
a_42,2170,0.37,5.405
a_42,4608,0.28,28.571
a_42,4287,0.226,17.699
a_42,675,0.251,15.936
a_42,846,0.691,2.894
a_42,5688,0.046,65.217
a_42,5486,0.995,8.04
a_42,4350,0.156,70.512
a_42,2370,0.227,35.242
a_42,2114,0.345,5.797
a_42,140,1.297,400.154
a_42,389,0.138,50.724
a_42,2683,0.756,48.941
a_42,3590,0.028,107.142
a_42,1917,0.219,13.698
a_42,98,4.74,0.843
a_42,652,0.239,8.368
a_42,5268,0.077,38.961
a_42,5796,0.193,56.994
a_42,3086,0.36,13.888
a_42,3352,0.151,13.245
a_42,3376,0.067,611.94
